firm_name;n_patents;ipc_main_code;ipc_main_desc;ipc_second_code;ipc_second_desc;addr_city_main;addr_dept_main
RONDOL INDUSTRIE;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Strasbourg;67
ROOF INTERNATIONAL;4;A42B;"Hats; head coverings";;;Pegomas;65
ROOLIN;1;B62H;"Cycle stands; supports or holders for parking or storing cycles; appliances preventing or indicating unauthorised use or theft of cycles; locks integral with cycles; devices for learning to ride cycles";B62M;"Rider propulsion of wheeled vehicles or sledges; powered propulsion of sledges or cycles; transmissions specially adapted for such vehicles";Puteaux;92
ROPITAL PHILIPPE;1;H02G;Installation of electric cables or lines, or of combined optical and electric cables or lines;;;Bourdic;30
ROQUE FLORENT;1;B64C;"Aeroplanes; helicopters";;;Issoire;63
ROQUEL ARNAUD;1;G01S;"Radio direction-finding; radio navigation; determining distance or velocity by use of radio waves; locating or presence-detecting by use of the reflection or reradiation of radio waves; analogous arrangements using other waves";;;Caluire et Cuire;69
ROQUELAURE JEANMARC;1;G01R;"Measuring electric variables; measuring magnetic variables";;;Aix en Provence;13
ROQUES SEBASTIEN;1;B62H;"Cycle stands; supports or holders for parking or storing cycles; appliances preventing or indicating unauthorised use or theft of cycles; locks integral with cycles; devices for learning to ride cycles";B62J;"Cycle saddles or seats; accessories peculiar to cycles and not otherwise provided for, e.g. Article carriers or cycle protectors";Olivet;45
ROQUETTE FRERES;247;A23L;"Foods, foodstuffs, or non-alcoholic beverages, not covered by subclasses ; a21d;  or a23b-a23j; their preparation or treatment, e.g. Cooking, modification of nutritive qualities, physical treatment";;;Lestrem;62
ROSADO JEANFRANCOIS;1;C10L;"Fuels not otherwise provided for; natural gas; synthetic natural gas obtained by processes not covered by subclasses ; c10g; or c10k; liquefied petroleum gas;  use of additives to fuels or fires; fire-lighters";;;Lille;59
ROSAVEL;1;F24F;"Air-conditioning; air-humidification; ventilation; use of air currents for screening";;;Sainte Seve;29
ROSENBAUM WALTER;1;B01D;Separation;;;Paris;75
ROSI;2;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";C01B;"Non-metallic elements; compounds thereof";Grenoble;38
ROSSELLO RAPHAEL;1;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
ROSSI DOMINIQUE;3;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Nice;61
ROSSIGNOL APPAREL;1;A41D;"Outerwear; protective garments; accessories";;;Saint Jean de Moirans;38
ROSSIQUET GILLES;1;C04B;"Lime; magnesia; slag; cements; compositions thereof, e.g. Mortars, concrete or like building materials; artificial stone; ceramics";;;Louzac Saint Andre;16
ROSSMANN;2;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";A47C;Chairs;La Vancelle;67
ROTELEC;7;B22D;"Casting of metals; casting of other substances by the same processes or devices";;;Bagnolet;93
ROTHGANGL ERHARD;3;E05F;"Devices for moving wings into open or closed position; checks for wings; wing fittings not otherwise provided for, concerned with the functioning of the wing";;;Saint Germain de la Coudre;61
ROTISOL;1;A47J;"Kitchen equipment; coffee mills; spice mills; apparatus for making beverages";;;Chelles;77
ROTOBLOCPSP;2;B66F;Hoisting, lifting, hauling, or pushing, not otherwise provided for, e.g. Devices which apply a lifting or pushing force directly to the surface of a load;;;Pirey;25
ROTOMOD;1;B63B;"Ships or other waterborne vessels; equipment for shipping";;;Bon Encontre;47
ROTOTECHNIX;1;B26D;"Cutting; details common to machines for severing, e.g. By cutting, perforating, punching, stamping-out";B26F;"Perforating; punching; cutting-out; stamping-out; severing by means other than cutting";Chessy;77
ROUCHETTE;1;A43B;"Characteristic features of footwear; parts of footwear";;;Le May sur evre;49
ROUET PHILIPPE;2;A61P;Specific therapeutic activity of chemical compounds or medicinal preparations;;;Clermont le Fort;31
ROUILLARD STEPHANE;1;A24B;"Manufacture or preparation of tobacco for smoking or chewing; tobacco; snuff";;;Brette les Pins;72
ROUILLE DAVID;1;F03B;Machines or engines for liquids;;;Grandchamps des Fontaines;44
ROUILLE EUGENE;1;F03B;Machines or engines for liquids;;;Plouguenast;22
ROUILLE XAVIER;1;F03B;Machines or engines for liquids;;;Locoal Mendon;56
ROULET LAURENT;1;G01F;"Measuring volume, volume flow, mass flow, or liquid level; metering by volume";G07F;Coin-freed or like apparatus;Yzernay;49
ROULLIER;1;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";;;Saint Malo;35
ROULOT ERIC;1;G03B;"Apparatus or arrangements for taking photographs or for projecting or viewing them; apparatus or arrangements employing analogous techniques using waves other than optical waves; accessories therefor";;;Saint Cloud;92
ROUSSEAU;3;A01D;"Harvesting; mowing";;;Saone;69
ROUSSEAU NICOLAS;1;A61B;"Diagnosis; surgery; identification";;;Omet;33
ROUSSEL PASCAL;3;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Saint Martin du Vivier;76
ROUSSELET JEAN PIERRE;2;B41J;"Typewriters; selective printing mechanisms, i.e. Mechanisms printing otherwise than from a forme; correction of typographical errors";;;Oyonnax;11
ROUSSIGNOL XAVIER;1;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Deville les Rouen;76
ROUSSOULY PIERRE;1;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Saint Cyr au Mont d Or;69
ROUSSY GUSTAVE;1;A61B;"Diagnosis; surgery; identification";;;Villejuif;94
ROUX PHILIPPE;2;B65B;"Machines, apparatus or devices for, or methods of, packaging articles or materials; unpacking";B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";Lagnieu;11
ROUXEL;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Saint Arnoult;78
ROV DEVELOPPEMENT;2;B60M;Power supply lines, or devices along rails, for electrically-propelled vehicles;;;La Ciotat;13
ROVERCH JEANEUDES;1;B63H;Marine propulsion or steering;;;Saint Brandan;22
ROVIP;3;F17C;"Vessels for containing or storing compressed, liquefied, or solidified gases; fixed-capacity gas-holders; filling vessels with, or discharging from vessels, compressed, liquefied, or solidified gases";;;;12
ROVIPHARM;2;A61J;"Containers specially adapted for medical or pharmaceutical purposes; devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms; devices for administering food or medicines orally; baby comforters; devices for receiving spittle";B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";Treffort;13
ROXEL FRANCE;9;F02K;Jet-propulsion plants;;;Saint Medard en Jalles;33
ROY ROGER;1;B63B;"Ships or other waterborne vessels; equipment for shipping";;;Montreuil Juigne;49
ROYBIN THOMAS;1;D06F;Laundering, drying, ironing, pressing or folding textile articles;E06B;Fixed or movable closures for openings in buildings, vehicles, fences, or like enclosures, in general, e.g. Doors, windows, blinds, gates;Trept;38
ROYER PHILIPPE;1;A61B;"Diagnosis; surgery; identification";A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";Paris;75
ROZO SYSTEMS;1;H04N;Pictorial communication, e.g. Television;;;La Chapelle sur Erdre;44
ROZOY CLEMENT;1;C12G;"Wine; other alcoholic beverages; preparation thereof";;;Montpellier;34
RPC BEAUTE MAROLLES;2;A45D;"Hairdressing or shaving equipment; manicuring or other cosmetic treatment";;;Marolles les Braults;72
RPC TEDECO GIZEH;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Bouxwiller;67
RPI;3;B62D;"Motor vehicles; trailers";E01F;Additional work, such as equipping roads or the construction of platforms, helicopter landing stages, signs, snow fences, or the like;Fontenay le Comte;85
RPM DERMATOLOGIE;1;A61K;Preparations for medical, dental, or toilet purposes;;;Villeneuve les Avignon;30
RPUR;1;A62B;Devices, apparatus or methods for life-saving;;;Le Kremlin Bicetre;94
RTE RESEAU DE TRANSPORT DELECTRICITE;13;H02J;"Circuit arrangements or systems for supplying or distributing electric power; systems for storing electric energy";;;Place;92
RTECH SOLUTIONS;1;C12H;Pasteurisation, sterilisation, preservation, purification, clarification, ageing of alcoholic beverages or removal of alcohol therefrom;;;Levernois;21
RTK;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Beynost;17
RTONE;1;H04B;Transmission;;;;69
RTS CHAPUIS;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Saint Bonnet de Mure;69
RUBINSTEIN PATRICK;3;B65H;Handling thin or filamentary material, e.g. Sheets, webs, cables;G09F;"Displaying; advertising; signs; labels or name-plates; seals";Paris;75
RUBIX SI;2;G06Q;"Data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes, not otherwise provided for";;;Toulouse;31
RUDOLF ALAIN;1;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";;;Saint Maur des Fosses;94
RUIMI MICHEL;1;C23F;Non-mechanical removal of metallic material from surfaces;C23G;Cleaning or de-greasing of metallic material by chemical methods other than electrolysis;Paris;75
RUIZ JOSE;1;F03D;Wind motors;;;Octeville sur Mer;76
RUIZ LAETITIA;3;A61H;"Physical therapy apparatus, e.g. Devices for locating or stimulating reflex points in the body; artificial respiration; massage; bathing devices for special therapeutic or hygienic purposes or specific parts of the body";;;Bussy Saint Georges;77
RUIZDIEZ JOSEANTONIO;2;B63B;"Ships or other waterborne vessels; equipment for shipping";;;Octeville sur Mer;76
RUNIPSYS EUROPE;3;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Mery;73
RUNMYPROCESS;1;G06Q;"Data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes, not otherwise provided for";;;Paris;75
RUSSIER DERIC;1;A47J;"Kitchen equipment; coffee mills; spice mills; apparatus for making beverages";;;Saint Privat des Vieux;30
RUSSIER JONATHAN;1;A47J;"Kitchen equipment; coffee mills; spice mills; apparatus for making beverages";;;Saint Privat des Vieux;30
RV FINANCES;2;A61L;"Methods or apparatus for sterilising materials or objects in general; disinfection, sterilisation, or deodorisation of air; chemical aspects of bandages, dressings, absorbent pads, or surgical articles; materials for bandages, dressings, absorbent pads, or surgical articles";;;Rillieux la Pape;69
RWAYTECH;1;H01F;"Magnets; inductances; transformers; selection of materials for their magnetic properties";;;Archamps;74
RXSOLUTIONS;1;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Chavanod;74
RYB;3;F24J;Production or use of heat not otherwise provided for;;;Saint etienne;38
RYB COMPOSITES;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Sully sur Loire;45
RYCHEN PHILIPPE;1;C02F;Treatment of water, waste water, sewage, or sludge;;;Muespach le Haut;68
RYCHNER ALEXANDRA;1;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Neuilly sur Seine;92
RYTHM;10;A61B;"Diagnosis; surgery; identification";;;Paris;75
RYTHMES SONS A RESPONSABILITE LIMITEE;1;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";;;Illkirch Graffenstaden;67
S2F FLEXICO;15;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Henonville;60
S2IR;1;E04F;Finishing work on buildings, e.g. Stairs, floors;;;Villeron;95
S2MI;1;G06F;Electric digital data processing;;;Montlucon;31
SAAA SYSTEMES DAUTOMATISMES DALARMES AUTOMATIQUES;3;A47F;"Special furniture, fittings, or accessories for shops, storehouses, bars, restaurants, or the like; paying counters";;;Gallardon;28
SAADA NEE KHALIFA CAROLINE;1;B62B;"Hand-propelled vehicles, e.g. Hand carts or perambulators; sledges";;;Neuilly sur Seine;92
SAAE MALICO CONNECTORS INTERNATIONAL EN ABREGE SMCI;2;H02G;Installation of electric cables or lines, or of combined optical and electric cables or lines;;;evreux;27
SABARA EL HADJ;1;A61B;"Diagnosis; surgery; identification";A61G;Transport, personal conveyances, or accommodation specially adapted for patients or disabled persons;Lognes;77
SABATIER;1;B25J;"Manipulators; chambers provided with manipulation devices";;;Vitrolles;13
SABELLA;2;F03B;Machines or engines for liquids;;;Quimper;29
SABI AGRI;1;B62D;"Motor vehicles; trailers";;;Saint Beauzire;63
SABLAGE ET PEINTURE LICCARDI SERGE;1;C09D;"Coating compositions, e.g. Paints, varnishes or lacquers; filling pastes; chemical paint or ink removers; inks; correcting fluids; woodstains; pastes or solids for colouring or printing; use of materials therefor";;;Valleroy;54
SABLIER GUILLAUME;1;C04B;"Lime; magnesia; slag; cements; compositions thereof, e.g. Mortars, concrete or like building materials; artificial stone; ceramics";;;Morestel;38
SACCUCCI JEANPAUL;1;E04H;"Buildings or like structures for particular purposes; swimming or splash baths or pools; masts; fencing; tents or canopies, in general";;;Veauche;42
SACIK;1;A23L;"Foods, foodstuffs, or non-alcoholic beverages, not covered by subclasses ; a21d;  or a23b-a23j; their preparation or treatment, e.g. Cooking, modification of nutritive qualities, physical treatment";C12G;"Wine; other alcoholic beverages; preparation thereof";Tregunc;29
SACMO;1;B01D;Separation;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";Coueron;44
SACRE;2;C09D;"Coating compositions, e.g. Paints, varnishes or lacquers; filling pastes; chemical paint or ink removers; inks; correcting fluids; woodstains; pastes or solids for colouring or printing; use of materials therefor";;;Paris;75
SADE COMPAGNIE GENERALE DE TRAVAUX DHYDRAULIQUE;1;E06C;Ladders;;;Paris;75
SADEG NOUREDINE;1;A61K;Preparations for medical, dental, or toilet purposes;;;Osny;95
SADOUN MICHAEL;1;A61C;"Dentistry; apparatus or methods for oral or dental hygiene";A61K;Preparations for medical, dental, or toilet purposes;Paris;75
SADOWSKI BOGUSLAW;1;F16L;"Pipes; joints or fittings for pipes; supports for pipes, cables or protective tubing; means for thermal insulation in general";;;Le Raincy;93
SAEML VALAGRO CARBONE RENOUVELABLE POITOUCHARENTES;3;C11B;"Producing, e.g. By pressing raw materials or by extraction from waste materials, refining or preserving fats, fatty substances, e.g. Lanolin, fatty oils or waxes; essential oils; perfumes";;;Poitiers;86
SAFE BOAT EQUIPMENT;1;B63B;"Ships or other waterborne vessels; equipment for shipping";E02B;Hydraulic engineering;Blessy;62
SAFE METAL;7;E02F;"Dredging; soil-shifting";;;Lyon;69
SAFE ORTHOPAEDICS;8;A61B;"Diagnosis; surgery; identification";;;eragny;95
SAFE ORTHOPEADICS;3;A61B;"Diagnosis; surgery; identification";;;eragny;95
SAFE STEP AND WALK MOVEMENT;1;A61H;"Physical therapy apparatus, e.g. Devices for locating or stimulating reflex points in the body; artificial respiration; massage; bathing devices for special therapeutic or hygienic purposes or specific parts of the body";;;Ramonville Saint Agne;31
SAFEHEAL;1;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Paris;75
SAFETOOL;1;B43L;"Articles for writing or drawing upon; accessories for writing or drawing";;;La Monnerie le Montel;63
SAFRAN;2187;F01D;Non-positive-displacement machines or engines, e.g. Steam turbines;;;Paris;75
SAFT;53;H01M;Processes or means, e.g. Batteries, for the direct conversion of chemical energy into electrical energy;;;Bagnolet;93
SAFT GROUPE;10;H01M;Processes or means, e.g. Batteries, for the direct conversion of chemical energy into electrical energy;;;Bagnolet;93
SAGA BIKE;2;B60T;"Vehicle brake control systems or parts thereof; brake control systems or parts thereof, in general";B62H;"Cycle stands; supports or holders for parking or storing cycles; appliances preventing or indicating unauthorised use or theft of cycles; locks integral with cycles; devices for learning to ride cycles";Saint Martin de Re;17
SAGACE SERVICES EN ADMINISTRATION GESTION ET APPLICATIONS AU CONSEIL A LENVIRONNEMENT;1;A62D;"Chemical means for extinguishing fires; processes for making harmful chemical substances harmless, or less harmful, by effecting a chemical change; composition of materials for coverings or clothing for protecting against harmful chemical agents; composition of materials for transparent parts of gas-masks, respirators, breathing bags or helmets; composition of chemical materials for use in breathing apparatus";B09B;Disposal of solid waste;Paris;75
SAGAWA JUNIOR YOSHIMASA;1;A61G;Transport, personal conveyances, or accommodation specially adapted for patients or disabled persons;;;etrepigney;39
SAGE;1;G06F;Electric digital data processing;;;La Garenne Colombes;92
SAGEMCOM;260;H04N;Pictorial communication, e.g. Television;;;Rueil Malmaison;92
SAGEMCOM ENERGY TELECOM;154;H04L;Transmission of digital information, e.g. Telegraphic communication;;;Rueil Malmaison;92
SAGES INFORMATIQUE;1;H04N;Pictorial communication, e.g. Television;;;Afa;20
SAGNIEZ PHILIPPE;2;G02B;Optical elements, systems, or apparatus;;;Valenciennes;59
SAHRANE SAMIR;1;E05F;"Devices for moving wings into open or closed position; checks for wings; wing fittings not otherwise provided for, concerned with the functioning of the wing";;;Nice;62
SAIAS DANIEL;1;G01P;"Measuring linear or angular speed, acceleration, deceleration, or shock; indicating presence, absence, or direction, of movement";;;Grenoble;38
SAICA FRANCE;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Pessac;33
SAINT DIZIER ENVIRONNEMENT SDENV;2;C02F;Treatment of water, waste water, sewage, or sludge;;;Boulogne Billancourt;92
SAINT JEAN;1;B62B;"Hand-propelled vehicles, e.g. Hand carts or perambulators; sledges";;;Romans sur Isere;26
SAINT JEAN INDUSTRIES;17;B21J;"Forging; hammering; pressing; riveting; forge furnaces";F04D;Non-positive-displacement pumps;Saint Jean d Ardieres;69
SAINT JEAN TOOLING;1;B25D;Percussive tools;;;Saint Jean d Ardieres;69
SAINTE LIZAIGNE;2;F16L;"Pipes; joints or fittings for pipes; supports for pipes, cables or protective tubing; means for thermal insulation in general";;;Sainte Lizaigne;36
SAINTE LUCIE;1;A23L;"Foods, foodstuffs, or non-alcoholic beverages, not covered by subclasses ; a21d;  or a23b-a23j; their preparation or treatment, e.g. Cooking, modification of nutritive qualities, physical treatment";;;Gouvieux;60
SAINTGOBAIN;1689;C03C;"Chemical composition of glasses, glazes, or vitreous enamels; surface treatment of glass; surface treatment of fibres or filaments from glass, minerals or slags; joining glass to glass or other materials";;;Courbevoie;92
SAINTGOBAIN COATING SOLUTIONS;1;C23C;"Coating metallic material; coating material with metallic material; surface treatment of metallic material by diffusion into the surface, by chemical conversion or substitution; coating by vacuum evaporation, by sputtering, by ion implantation or by chemical vapour deposition, in general";;;Avignon;84
SAINTGOBAIN CRISTAUX DETECTEURS;4;C09K;"Materials for applications not otherwise provided for; applications of materials not otherwise provided for";;;Courbevoie;92
SAINTGOBAIN EMBALLAGE;6;C03B;"Manufacture or shaping of glass, or of mineral or slag wool; supplementary processes in the manufacture or shaping of glass, or of mineral or slag wool";;;Courbevoie;92
SAINTGOBAIN LUMILOG;4;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";;;Courbevoie;92
SAINTGOBAIN PERFORMANCE PLASTICS FRANCE;10;F16L;"Pipes; joints or fittings for pipes; supports for pipes, cables or protective tubing; means for thermal insulation in general";;;Charny Oree de Puisaye;89
SAINTGOBAIN QUARTZ;2;B01D;Separation;C30B;Single-crystal growth;Courbevoie;92
SAINTGOBAIN RECHERCHE;5;C30B;Single-crystal growth;;;Aubervilliers;93
SAINTGOBAIN SEVA;7;E05F;"Devices for moving wings into open or closed position; checks for wings; wing fittings not otherwise provided for, concerned with the functioning of the wing";;;Chalon sur Saone;71
SAINTMARTIN THIBAUD AUGUSTE BERNARD JEAN;1;H04N;Pictorial communication, e.g. Television;;;Aubignan;84
SAIPEM;71;F16L;"Pipes; joints or fittings for pipes; supports for pipes, cables or protective tubing; means for thermal insulation in general";;;Montigny le Bretonneux;78
SAIRA SEATS;1;B60N;Vehicle passenger accommodation not otherwise provided for;;;Andrezieux Boutheon;42
SAIRE;3;B28B;Shaping clay or other ceramic compositions, slag or mixtures containing cementitious material, e.g. Plaster;;;Port sur Saone;70
SAIREM POUR LAPPLICATION INDUSTRIELLE DE LA RECHERCHE EN ELECTRONIQUE ET MICRO ONDES;4;H01J;Electric discharge tubes or discharge lamps;H01P;"Waveguides; resonators, lines or other devices of the waveguide type";Neyron;17
SAIZ OGINSKI HERVE;1;G08B;"Signalling or calling systems; order telegraphs; alarm systems";;;Marcoussis;91
SAKHO MOUSSA;1;A63B;"Apparatus for physical training, gymnastics, swimming, climbing, or fencing; ball games; training equipment";;;Pantin;93
SALA BEATRICE;2;C25B;"Electrolytic or electrophoretic processes for the production of compounds or non- metals; apparatus therefor";;;Saint Gely du Fesc;34
SALESSE CHRISTIAN;2;F16D;Couplings for transmitting rotation;;;Laroche pres Feyt;19
SALEUR RECYCLAGE;1;B65F;Gathering or removal of domestic or like refuse;B66C;"Cranes; load-engaging elements or devices for cranes, capstans, winches, or tackles";Chaumont;52
SALOMON;171;A43B;"Characteristic features of footwear; parts of footwear";;;Metz Tessy;74
SALOMON DOMINIQUE;1;F23B;Methods or apparatus for combustion using only solid fuel;F23G;"Cremation furnaces; consuming waste or low grade fuels by combustion";Cravanche;90
SALOMON GEORGETTE;1;A61B;"Diagnosis; surgery; identification";;;Canet;34
SALSARULO PHARMA;1;A61K;Preparations for medical, dental, or toilet purposes;;;Boulogne Billancourt;92
SALSE SERGE;1;H02G;Installation of electric cables or lines, or of combined optical and electric cables or lines;;;Baillargues;34
SALTEL INDUSTRIES;14;E21B;Earth or rock drilling;;;Bruz;35
SALVADOR JEAN EMILE;2;A45C;"Purses; luggage; hand carried bags";;;;74
SALVECO;3;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Saint Die des Vosges;88
SALVI CHARLES;1;H02J;"Circuit arrangements or systems for supplying or distributing electric power; systems for storing electric energy";;;Grenoble;38
SALVI M ERIC;1;H02G;Installation of electric cables or lines, or of combined optical and electric cables or lines;;;Sallenoves;74
SALZGITTER MANNESMANN PRECISION ETIRAGE;4;C23C;"Coating metallic material; coating material with metallic material; surface treatment of metallic material by diffusion into the surface, by chemical conversion or substitution; coating by vacuum evaporation, by sputtering, by ion implantation or by chemical vapour deposition, in general";F24J;Production or use of heat not otherwise provided for;Florentin;89
SAM OUTILLAGE;3;B25B;Tools or bench devices not otherwise provided for, for fastening, connecting, disengaging, or holding;;;Saint etienne;42
SAMES KREMLIN;10;B05B;"Spraying apparatus; atomising apparatus; nozzles";;;Meylan;38
SAMES TECHNOLOGIES;3;B05B;"Spraying apparatus; atomising apparatus; nozzles";;;Meylan;38
SAMIBOISSAMIPLAST;3;E06B;Fixed or movable closures for openings in buildings, vehicles, fences, or like enclosures, in general, e.g. Doors, windows, blinds, gates;;;Coex;85
SAMS;1;B61K;Other auxiliary equipment for railways;;;Le Pont de Claix;38
SANANES GEORGES;1;B60C;Vehicle tyres;;;Eaubonne;95
SANBRI;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Breteuil;60
SANCHEZ AYMERICK;1;A63H;Toys, e.g. Tops, dolls, hoops, building blocks;B67B;"Applying closure members to bottles, jars, or similar containers; opening closed containers";Boulogne Billancourt;92
SANCHEZ LEONARDA;1;A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";;;Bouloc;31
SANDANA VINOD ERIC;1;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";;;Garges les Gonesse;95
SANDEN MANUFACTURING EUROPE;2;F24H;Fluid heaters, e.g. Water or air heaters, having heat-generating means, in general;;;Tinteniac;35
SANDVIK MINING AND CONSTRUCTION LYON;4;E21B;Earth or rock drilling;;;Meyzieu;69
SANDVIK TOOLING FRANCE;4;B23C;Milling;;;Orleans;45
SANDYCK JOSETTE;1;A45C;"Purses; luggage; hand carried bags";;;Rumegies;59
SANEF;2;B60D;Vehicle connections;;;Paris;75
SANGAMO THERAPEUTICS FRANCE;4;C07K;Peptides;;;Sophia Antipolis;65
SANGLEFERRIERE BRUNO;1;H04L;Transmission of digital information, e.g. Telegraphic communication;;;Paris;75
SANIDOME CANIN;1;A01K;"Animal husbandry; care of birds, fishes, insects; fishing; rearing or breeding animals, not otherwise provided for; new breeds of animals";;;emerainville;77
SANINORD;1;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";;;Loon Plage;59
SANISPHERE;3;C05F;"Organic fertilisers not covered by subclasses ; c05b, c05c, e.g. Fertilisers from waste or refuse";;;Nyons;26
SANKARA GEORGES;1;H04W;Wireless communication networks;;;;75
SANNIER GERARD;5;B05B;"Spraying apparatus; atomising apparatus; nozzles";;;Dieppe;76
SANODEV;1;H01J;Electric discharge tubes or discharge lamps;;;Limoges;87
SANOFI;898;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
SANOFI MATURE IP;4;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
SANOFI WINTHROP INDUSTRIE;2;A61K;Preparations for medical, dental, or toilet purposes;;;Antony;92
SANOFIAVENTIS;2;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
SANOFIAVENTIS RECHERCHE DEVELOPPEMENT;1;C12N;"Micro-organisms or enzymes; compositions thereof";;;Chilly Mazarin;91
SANSYSTEMS;2;G06K;"Recognition of data; presentation of data; record carriers; handling record carriers";;;Rousset;13
SANTEN;6;A61K;Preparations for medical, dental, or toilet purposes;;;Evry;91
SANTO DIDIER;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";G01G;Weighing;Massanes;30
SANTOS;4;A47J;"Kitchen equipment; coffee mills; spice mills; apparatus for making beverages";;;Vaulx en Velin;69
SAPA;3;G01S;"Radio direction-finding; radio navigation; determining distance or velocity by use of radio waves; locating or presence-detecting by use of the reflection or reradiation of radio waves; analogous arrangements using other waves";;;Paris;75
SAPA BUILDING SYSTEMS FRANCE;3;E05B;"Locks; accessories therefor; handcuffs";;;Toulouse;31
